APOGEE_ID,LOGG,TEFF,MG_FE,FE_H,C_FE,N_FE,LOGG_ERR,TEFF_ERR,MG_FE_ERR,FE_H_ERR,C_FE_ERR,N_FE_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68U,distKpc_68L,distErrKpc,logDistKpc,logDistKpcErr,LOGG_NORM,LOGG_ERR_NORM,TEFF_NORM,TEFF_ERR_NORM,MG_FE_NORM,MG_FE_ERR_NORM,FE_H_NORM,FE_H_ERR_NORM,C_FE_NORM,C_FE_ERR_NORM,N_FE_NORM,N_FE_ERR_NORM,C_N,C_N_ERR,C_N_NORM,C_N_ERR_NORM,train_weight
2M19450046+4844282,2.257373809814453,4365.22900390625,0.0328940004110336,0.2120999991893769,0.0103069990873336,0.3303799927234649,0.0187606904655694,5.646451950073242,0.0089001609012484,0.007192529272288,0.0079920049756765,0.010018435306847,5.0018,6.4724,3.9355,1.26845,0.6991263222139739,0.1080327162407358,1.5123862,1.5363436,1.488401,0.0239712999999999,0.1796627059219225,0.0068842012330949,-1.2464348680551196,0.05675400753686423,-1.884807468857234,0.030016574558221275,-0.6735675318557374,0.09557131056590182,1.2601149907677307,0.029956110631802688,0.39222861527277086,0.09596459616843704,0.9379231560831787,0.09707318275260779,-0.3200729936361313,0.01281566188414459,-0.39727255389318594,0.07938646252862358,0.5981471024435844
2M19050155+3926453,2.8405742645263667,4795.810546875,0.3555730283260345,-0.5124199986457825,0.1032520234584808,0.0061895847320556,0.0271397456526756,9.233990669250488,0.0135568557307124,0.0080941813066601,0.0172153674066066,0.0202138237655162,10.997,13.8876,8.8105,2.5385500000000008,1.0412742250542302,0.0988133218220274,1.2652515,1.2837624,1.246235,0.0187637,0.1021768608524606,0.006442353725093,0.5178372445820747,0.08210195313159444,0.4041667581788772,0.04908795325706819,2.791410004184333,0.1455756231502853,-1.7574328548456009,0.03371139435335903,1.5082729316600585,0.2067148088739063,-2.203305364909971,0.19586094518950486,0.0970624387264252,0.0265512249466536,2.1866678363866727,0.16447124177989828,0.6292196791939003
2M19172683+5058341,2.4220993518829346,4683.83447265625,0.0597318112850189,-0.2096199989318848,-0.0366729944944381,0.1961099952459336,0.0245011392980814,8.377336502075195,0.0120587451383471,0.0080862073227763,0.0134602887555956,0.0163628067821264,6.8765,8.8075,5.3604,1.7235499999999997,0.8373674473265651,0.1078277266669083,2.2033117,2.2412091,2.1683528,0.0364281499999999,0.3430759406433989,0.0071762160192502,-0.7481144745053132,0.07411975838187086,-0.19109876612624507,0.044533974243876624,-0.3853789489294656,0.12948867884965717,-0.4963034318917368,0.03367818356834079,-0.17188716365776727,0.16162542173992406,-0.36308000500132875,0.1585466876270985,-0.2327829897403717,0.021187751630912022,0.1434443194169169,0.1312472711997934,0.4981996431663787
2M18545147+4731531,2.5699691772460938,4643.587890625,0.0602937676012516,5.173683166503906e-05,-0.0562802366912364,0.2545977532863617,0.0212191771715879,7.239527702331543,0.0101404562592506,0.0072257327847182,0.0104975616559386,0.0131630264222621,7.5593,8.8114,5.502999999999999,1.6542000000000003,0.878481581187376,0.1022227019985198,0.905045,0.9193982,0.8940461999999999,0.0126759999999999,-0.0433298265784212,0.0060718437651047,-0.30078524648263744,0.06419131232576447,-0.40504985274426086,0.03848537541181491,-0.37934457469521865,0.10888979482346707,0.3769567906414945,0.03009439968897146,-0.40732258757443157,0.1260502549900057,0.2036345218837716,0.127542558326685,-0.3108779899775981,0.016836391101224826,-0.3403142149491942,0.10429282103082335,0.4981996431663787
2M19341789+4825156,2.4622185230255127,4476.38427734375,0.1165939942002296,0.1030300036072731,0.0335949882864952,0.1699500083923339,0.024232430383563,8.257350921630861,0.0121653666719794,0.009464681148529,0.0119434269145131,0.0145408399403095,11.994000000000002,15.1347,9.6605,2.7371,1.0789640445017603,0.0974871059745762,1.4989481000000002,1.5222506000000002,1.4758085,0.0232210499999999,0.1757865959744836,0.0067280732730725,-0.6267477398652768,0.0733068721084265,-1.2939053267371876,0.04389613013342208,0.22521600582943677,0.13063359744347225,0.8058501931455204,0.03941937875351608,0.6718608835050984,0.1434115899835853,-0.6165560326310874,0.14089282105134615,-0.1363550201058387,0.018817052708434864,0.7407662109669656,0.11656200539945873,0.6292196791939003
2M19315227+4301374,1.7615714073181152,4357.1357421875,0.0802760124206543,-0.2842600047588348,-0.0320989787578582,0.2306400090456009,0.0238092094659805,6.404003620147705,0.0117898872122168,0.0083829276263713,0.0114417737349867,0.0138523550704121,13.2329,25.413,6.778,9.3175,1.1216550305807202,0.2869771859797413,2.5119692,2.6453867,2.3955762000000003,0.12490525,0.4000143100842479,0.021539588010386,-2.7463142749305915,0.07202656298599214,-1.9278312997422036,0.034043724065125375,-0.16477212520487905,0.12660164066670712,-0.8071710262337264,0.03491399171102582,-0.11696432835362494,0.13738795199332135,-0.028502974021818037,0.1342217775649168,-0.2627389878034591,0.017966689377829276,-0.04211774825006576,0.11129444003364992,0.6292196791939003
2M19410681+4303056,2.7550604343414307,4718.330078125,0.0280079990625381,0.2436899989843368,-0.0846499949693679,0.5026500225067139,0.0237334575504064,9.944998741149902,0.0117456261068582,0.0089572332799434,0.0125334309414029,0.0155096054077148,1.7845,2.1631,1.4368,0.36315,0.2515165522916792,0.0888401389955881,1.2308448,1.2488457000000002,1.2136122,0.01761675,0.090203295211674,0.0062144246114035,0.2591446036193696,0.07179740165553287,-0.007719907572372345,0.052867676699395384,-0.726034173468585,0.1261263580405668,1.3916839413957778,0.03730591297315547,-0.7479745772619896,0.15049610736696425,2.607125937930508,0.15027963090553353,-0.5873000174760817,0.01994078110470931,-2.0526071208071146,0.12352292735804751,1.9575723352699121
2M18584305+4623533,2.0458996295928955,4351.697265625,0.2181230187416076,-0.1888000071048736,0.067494012415409,0.1687600165605545,0.0237433668226003,6.6402435302734375,0.0117988605052232,0.0086722308769822,0.0113138174638152,0.0137123130261898,14.0,19.7154,11.6896,4.012899999999999,1.146128035678238,0.1135029711204366,2.0975425,2.1351036,2.0630039,0.0360498499999998,0.3217107691805893,0.0074594519133875,-1.8861771653961037,0.07182737874565168,-1.956742275814408,0.03529957693319496,1.3154504458086125,0.1266979972811806,-0.4095904057903115,0.03611890862597407,1.0789059455309702,0.13585150751817854,-0.6280864054909574,0.1328648464139466,-0.1012660041451455,0.017777232465508917,0.9581246959139001,0.11012085148187042,0.6292196791939003
2M19485104+4645513,2.539928913116455,4646.35791015625,0.0912920087575912,-0.1552100032567978,-0.0190899968147277,0.1378300040960312,0.0228507053107023,7.547318458557129,0.0110783828422427,0.0075703472830355,0.0118736149743199,0.0146413752809166,8.6067,10.1626,7.3282,1.4171999999999998,0.9348366652155452,0.0710037592840763,1.3986887,1.4141092000000002,1.3847773,0.01466595,0.1457210662315873,0.0045515059991319,-0.39166171928366983,0.06912693878758587,-0.3903244112594686,0.04012159303383094,-0.046480644995509,0.11896139619626694,-0.2696916534456375,0.03152968200011766,0.03924199315574503,0.14257331790182792,-0.927781383853207,0.1418669537569972,-0.1569200009107589,0.018850798462532813,0.6133766861160116,0.1167710430650444,0.4355048566106097
2M19460251+4913014,2.4860634803771973,4580.119140625,0.1327729821205139,0.1153300032019615,0.044698990881443,0.2896699905395508,0.020068135112524,6.7117838859558105,0.0095229251310229,0.0071034813299775,0.0093703502789139,0.011836526915431,3.5914,4.1197,3.1196,0.5000499999999999,0.5552637783141274,0.0603833399139416,1.2691305,1.2805353000000002,1.2574765,0.0115294,0.1035062812877118,0.0039458386890645,-0.5546130339632016,0.06070923101243274,-0.7424501323069683,0.03567988592001521,0.39894849182916464,0.10225864962341986,0.8570783681978278,0.029585235532042523,0.8051930233274017,0.11251518025946391,0.5434654028692306,0.11468950042852653,-0.24497099965810779,0.015096583513141783,0.06794583940240377,0.09351560397040397,0.7814502467408118
2M19354117+3905542,2.853121042251587,4931.759765625,0.0164560079574584,0.0872709974646568,-0.110847994685173,0.4265620410442352,0.0277318004518747,13.40485954284668,0.0140493959188461,0.0097578233107924,0.017765263095498,0.0212627779692411,1.0256,1.2174,0.9886,0.1144,0.0109780121747422,0.0452063456461158,2.322956,2.3522559000000003,2.29245,0.0299029500000001,0.3660409837398921,0.0055923471746882,0.5557931992889312,0.08389301101390689,1.1268736716218184,0.07126031877507115,-0.8500812487751951,0.15086459621589704,0.740215627948221,0.04064028432249888,-1.0625490139395963,0.2133177223955862,1.8698748299918988,0.20602474023319914,-0.5374100357294082,0.02770758560072508,-1.743564232325013,0.1716343038647051,2.279996014020251
2M18501318+4139450,2.656869411468506,4818.45166015625,0.0884729996323585,-0.1618099957704544,-0.1332300156354904,0.2265599966049194,0.0231451615691185,8.611011505126951,0.011161770671606,0.0072547327727079,0.0131657756865024,0.0162150301039218,3.0661,3.8792,2.4266,0.7263,0.4865863151432628,0.1018719889225355,1.126953,1.1441614999999998,1.1088428,0.01765935,0.0519058040085862,0.006808674611161,-0.03789851760315447,0.07001771478221677,0.5245270607010583,0.045776192049591706,-0.07675160296863243,0.1198568276638462,-0.29717991222407886,0.030215181519069465,-1.331302800813821,0.15808903408402628,-0.06803607286974932,0.15711481208460493,-0.3597900122404098,0.02088695407900319,-0.643299145237489,0.12938398440281138,1.2503203947852988
2M19011694+4435010,2.2781083583831787,4620.248046875,0.1169330030679702,-0.3000000119209289,-0.0263699889183044,0.1688800007104873,0.0243769902735948,7.666143894195557,0.011988278478384,0.0079512018710374,0.0130768697708845,0.015860341489315,6.5655,8.3122,5.0699,1.6211500000000003,0.8172678056687953,0.1073582954798803,2.3238244,2.3631334,2.2868088,0.0381623000000001,0.3662033074565349,0.0071291918373449,-1.183709632653864,0.07374418826709614,-0.5291246108921669,0.04075326980710229,0.22885633572267355,0.12873199690664527,-0.8727264627211009,0.0331159003860159,-0.04817305531524424,0.15702148966742202,-0.6269238244134628,0.153678072548795,-0.1952499896287917,0.020556141543644803,0.37594203462514325,0.12733477015389938,0.4981996431663787
2M19483757+4147189,1.941571950912476,4440.517578125,0.0258440002799034,-0.0997069999575614,-0.1133009865880012,0.2718490064144134,0.0219091046601533,6.44879961013794,0.0106389019638299,0.0077839568257331,0.010301292873919,0.0127139408141374,5.5205,10.5898,3.2285,3.68065,0.7419784142159703,0.2579434836574786,1.9059458,1.9897826,1.8217969,0.0839928499999999,0.2801105463046131,0.0191528350227908,-2.201784625206745,0.06627845032091406,-1.4845729284056906,0.03428185983345221,-0.7492715286146481,0.11424218224220534,-0.03852761583299228,0.03241934276489374,-1.0920034972733517,0.1236935429428654,0.3707897708143454,0.12319116332598454,-0.3851499930024146,0.016363402027073804,-0.8003912393243553,0.10136289593206636,0.5981471024435844
2M19260368+4216368,3.100821733474731,4898.72998046875,0.0895510017871856,-0.1154899969696998,-0.0909469947218895,0.2251899838447571,0.0227892734110355,9.052701950073242,0.01091696228832,0.0070149912498891,0.0133521258831024,0.0165148545056581,4.7998,6.0623,3.8459,1.1082,0.6812231413951724,0.0988197182429538,0.9285035,0.9418912,0.9151662,0.0133625,-0.0322164548452327,0.0062503837381825,1.3051263287046524,0.06894109773322318,0.9512871231926321,0.04812422127035083,-0.06517584834207939,0.11722803720850951,-0.10426210042086367,0.029216683868421422,-0.823586271719466,0.16032664797654192,-0.08131075049827556,0.1600199472730857,-0.3161369785666466,0.0212372240403794,-0.3728909561536009,0.13155372744184218,0.5981471024435844
2M19181265+4715313,3.074338436126709,4835.97119140625,0.2991729974746704,-0.258870005607605,0.1348100006580352,0.2069900035858154,0.0241341590881347,8.918693542480469,0.0117333009839057,0.0074132052250206,0.0142915667966008,0.0173872727900743,4.856,6.2215,3.9355,1.1429999999999998,0.6862786780672012,0.0994475943639675,0.8679099,0.8800358,0.8547714999999999,0.01263215,-0.0615253577311574,0.0063251531495715,1.2250102338280215,0.07300958615023477,0.6176610004991099,0.047411831721390824,2.185777710091078,0.12599400895536195,-0.7014244112778351,0.03087520223415544,1.8872076979752697,0.1716070548534596,-0.2576586487137432,0.16847320538834953,-0.0721800029277802,0.02250702416087388,1.138297578643163,0.1394194889292915,0.5981471024435844
